row	seed	threads	draw	outcome	moves	passes	time	fringe	advances	mvtree
500	500	16	3	0	96	3	0.2842	507950	1066524	741506
501	501	16	3	0	89	2	0.4253	1325111	1662185	1282842
502	502	16	3	0	108	5	0.2692	670436	971642	654238
503	503	16	3	0	98	4	0.6153	2046686	2259613	1745911
504	504	16	3	0	93	2	0.814	1555514	3266744	2138972
505	505	16	3	0	92	2	0.364	1345197	1339746	1074372
506	506	16	3	0	98	3	4.831	16148894	15523051	12674564
507	507	16	3	0	98	4	0.07746	251820	196229	170326
508	508	16	3	0	118	4	0.09205	74131	276508	181778
509	509	16	3	0	101	4	0.5085	1248467	1942468	1725740
510	510	16	3	2			0.02847	0	52004	28929
511	511	16	3	0	96	3	0.7076	2676767	2690086	2286727
512	512	16	3	0	87	2	0.1751	1000829	563001	486852
513	513	16	3	2			2.561	0	10152132	6723431
514	514	16	3	0	93	3	2.025	8626394	6882001	5863861
515	515	16	3	0	98	3	0.06829	202342	180231	161887
516	516	16	3	2			0.0348	0	77950	48109
517	517	16	3	0	99	4	0.3651	1047676	1383021	1094175
518	518	16	3	2			0.005572	0	2371	1450
519	519	16	3	2			0.02621	0	60207	36058
520	520	16	3	0	92	4	0.1939	620523	676261	581432
521	521	16	3	0	100	3	0.3559	766429	1343558	1065412
522	522	16	3	0	108	3	0.1765	287575	613280	457353
523	523	16	3	2			0.08882	0	318171	188763
524	524	16	3	0	120	6	4.133	2178130	15426246	9455132
525	525	16	3	2			0.005921	0	2907	1547
526	526	16	3	0	97	4	0.1897	535027	679493	569277
527	527	16	3	0	95	3	0.07073	183573	189997	157287
528	528	16	3	0	101	3	0.07081	86541	195608	135494
529	529	16	3	0	111	6	0.6347	778298	2633363	1871766
530	530	16	3	2			0.246	0	1081524	643839
531	531	16	3	0	94	2	0.3851	774868	1535080	1090090
532	532	16	3	0	95	3	0.7907	2072038	3093814	2398481
533	533	16	3	2			0.004527	0	10	5
534	534	16	3	0	99	4	3.522	8670393	13293473	9940028
535	535	16	3	0	95	4	0.246	863934	914781	754590
536	536	16	3	0	92	2	0.5051	1927528	1873354	1663182
537	537	16	3	0	92	1	0.8514	3661593	3179253	2631794
538	538	16	3	0	92	3	0.2566	471179	994808	643548
539	539	16	3	0	99	2	2.538	7345472	8655741	6994880
540	540	16	3	2			0.3571	0	1541030	855660
541	541	16	3	2			0.004916	0	128	86
542	542	16	3	0	110	4	0.4592	307661	1924042	1289083
543	543	16	3	0	96	3	0.07154	167035	188399	158332
544	544	16	3	2			0.004065	0	175	102
545	545	16	3	2			0.01244	0	13651	7117
546	546	16	3	0	85	1	0.08335	181249	246517	184909
547	547	16	3	0	109	5	0.04292	73673	82416	70638
548	548	16	3	2			0.07969	0	285917	162864
549	549	16	3	0	99	4	0.1729	446266	591366	455710
550	550	16	3	0	95	3	0.2804	735145	1064369	824505
551	551	16	3	0	96	3	0.3802	1482788	1414758	1161604
552	552	16	3	2			0.004557	0	540	364
553	553	16	3	0	107	5	0.1286	409611	417500	357411
554	554	16	3	0	98	3	1.041	2204816	4337978	3127449
555	555	16	3	0	93	3	0.625	2718583	2195652	1820281
556	556	16	3	2			0.4552	0	1977426	1094171
557	557	16	3	2			0.008414	0	7199	3907
558	558	16	3	0	94	3	0.1181	407128	378473	340545
559	559	16	3	0	92	3	0.3347	1059168	1208372	966295
560	560	16	3	0	103	3	2.393	2703784	9336282	6081321
561	561	16	3	0	97	3	0.1148	252053	379132	303383
562	562	16	3	0	95	2	0.1896	537470	667898	501620
563	563	16	3	0	96	4	0.4018	936289	1512632	1067621
564	564	16	3	2			0.03383	0	79589	45851
565	565	16	3	0	103	2	0.1249	136010	436385	308402
566	566	16	3	3			69.44	73179311	207653597	150000007
567	567	16	3	0	89	3	0.07829	286883	216372	195437
568	568	16	3	0	98	4	0.08117	185670	234822	187053
569	569	16	3	0	94	2	2.492	7734289	8709414	7002790
570	570	16	3	0	90	2	0.3193	986416	1220693	984914
571	571	16	3	0	95	3	0.8263	1686192	3322330	2390477
572	572	16	3	0	94	1	1.151	3813574	3976252	3188221
573	573	16	3	0	101	3	0.1637	83495	661041	428449
574	574	16	3	2			0.0041	0	68	41
575	575	16	3	0	110	4	2.074	959673	8756019	5554401
576	576	16	3	0	95	3	1.718	3622679	6647063	4786416
577	577	16	3	0	107	5	0.1177	42567	420861	279897
578	578	16	3	0	94	3	0.08105	208311	217964	186475
579	579	16	3	0	90	3	4.594	11886618	16717474	12699249
580	580	16	3	0	121	5	0.09374	218872	286904	226572
581	581	16	3	0	92	2	2.622	6655350	8987524	7225782
582	582	16	3	0	103	4	0.932	1518084	3797721	2299193
583	583	16	3	0	92	2	0.1256	272518	444507	321146
584	584	16	3	2			0.004498	0	1	0
585	585	16	3	0	93	3	0.07462	207660	216980	180846
586	586	16	3	0	103	3	0.1533	185686	557433	438904
587	587	16	3	2			0.06187	0	166095	109751
588	588	16	3	0	125	7	0.1229	237719	387075	328360
589	589	16	3	0	97	3	0.05503	98353	135686	118358
590	590	16	3	0	91	3	0.1241	283171	401502	305614
591	591	16	3	0	100	3	0.08891	281117	240718	204169
592	592	16	3	2			0.05098	0	141043	85662
593	593	16	3	0	120	8	0.7455	494755	3109083	2065990
594	594	16	3	0	101	3	0.7731	424527	3243673	2035320
595	595	16	3	0	119	5	0.07017	43506	197443	139360
596	596	16	3	0	98	3	0.3831	1572077	1382488	1182108
597	597	16	3	0	105	3	0.1011	127927	326869	219763
598	598	16	3	0	112	6	0.107	268328	318862	252151
599	599	16	3	0	104	3	0.4711	560854	1920760	1315462
600	600	16	3	2			0.008022	0	6677	3866
601	601	16	3	0	129	6	0.3421	79455	1401517	888035
602	602	16	3	0	90	2	0.1517	599182	502595	447684
603	603	16	3	0	101	5	0.1684	408591	586350	467770
604	604	16	3	2			0.1236	0	464582	275347
605	605	16	3	2			0.004015	0	11	5
606	606	16	3	0	101	2	0.2749	398769	1100226	795857
607	607	16	3	2			0.003954	0	1	0
608	608	16	3	2			0.003911	0	25	17
609	609	16	3	2			0.01489	0	21146	12881
610	610	16	3	0	106	4	1.213	1247329	5029492	3280167
611	611	16	3	2			0.004019	0	3	1
612	612	16	3	0	102	4	0.08488	228621	249578	209215
613	613	16	3	0	101	4	0.7292	1538657	2954933	2189666
614	614	16	3	2			1.876	0	7539227	4547527
615	615	16	3	0	119	6	0.2458	228592	973714	620104
616	616	16	3	0	99	3	0.2281	452024	874915	629808
617	617	16	3	0	97	2	0.04973	79654	96989	82839
618	618	16	3	0	98	3	0.04144	50333	76981	59595
619	619	16	3	2			0.02486	0	51449	31735
620	620	16	3	0	102	4	1.255	3911527	4430508	3559142
621	621	16	3	0	102	3	1.331	1913421	5262014	3644511
622	622	16	3	0	94	2	0.425	1443551	1592116	1223809
623	623	16	3	0	97	3	0.03182	34753	41370	38195
624	624	16	3	0	107	4	2.725	3619541	10930638	8237601
625	625	16	3	0	104	4	0.04451	86278	92860	82527
626	626	16	3	0	96	2	0.2598	836169	944491	769645
627	627	16	3	0	96	3	0.3722	1148474	1404970	1021919
628	628	16	3	2			0.004822	0	1208	709
629	629	16	3	0	98	3	0.08538	130925	268135	203824
630	630	16	3	0	116	6	0.3722	447116	1464183	1034900
631	631	16	3	0	100	3	0.4333	1273465	1630585	1280216
632	632	16	3	0	91	3	1.527	6437645	5261846	4197209
633	633	16	3	0	93	3	0.4444	1624526	1679773	1343599
634	634	16	3	0	110	5	0.4721	261458	2036268	1483102
635	635	16	3	0	106	5	0.0439	49034	87093	63762
636	636	16	3	2			0.07911	0	273412	160381
637	637	16	3	0	97	4	2.041	5391023	7850277	6092307
638	638	16	3	0	92	2	0.6139	2287040	2339855	1865708
639	639	16	3	0	106	4	0.5857	1048647	2390296	1741709
640	640	16	3	2			0.008359	0	7494	3957
641	641	16	3	0	95	2	1.231	1823163	5122695	3042283
642	642	16	3	0	92	3	0.2009	980392	668050	573717
643	643	16	3	0	96	3	0.895	2637245	3554830	2809538
644	644	16	3	2			0.158	0	590859	380357
645	645	16	3	0	112	4	2.354	3468562	9043126	6186157
646	646	16	3	0	95	3	0.3669	601435	1446790	1069478
647	647	16	3	0	112	5	0.4455	638339	1796276	1326512
648	648	16	3	0	108	5	0.1379	275745	474715	348976
649	649	16	3	2			0.04516	0	120730	63917
650	650	16	3	0	94	3	0.04133	61094	69648	58289
651	651	16	3	2			0.02811	0	52379	28183
652	652	16	3	2			0.8131	0	3582214	1984323
653	653	16	3	0	107	4	0.6086	900073	2441987	1616514
654	654	16	3	0	94	3	0.6557	1948481	2560979	1973023
655	655	16	3	2			0.09579	0	342468	218299
656	656	16	3	0	103	4	0.0501	40552	114409	77068
657	657	16	3	0	100	4	0.2981	453485	1194118	840449
658	658	16	3	0	92	4	0.3553	1677354	1288628	1075079
659	659	16	3	0	86	3	0.1102	237864	347127	266855
660	660	16	3	2			1.227	0	5179382	2855939
661	661	16	3	0	100	3	0.6788	1727813	2693441	2171691
662	662	16	3	2			0.005932	0	3406	2223
663	663	16	3	0	104	4	0.8785	2452433	3345439	2946223
664	664	16	3	0	102	3	0.3047	390778	1217031	804199
665	665	16	3	0	97	2	0.465	924257	1858056	1375330
666	666	16	3	2			0.0215	0	39946	22648
667	667	16	3	2			1.086	0	4714817	2709175
668	668	16	3	2			4.425	0	17659919	11473596
669	669	16	3	0	88	3	0.7951	3423059	2849615	2272507
670	670	16	3	0	95	3	0.3605	1073289	1360724	1062716
671	671	16	3	0	93	2	0.05428	119397	125859	106705
672	672	16	3	0	116	4	0.09348	132072	300943	236140
673	673	16	3	0	93	3	0.2928	1163926	1121900	988392
674	674	16	3	0	101	4	0.2904	863363	1089957	907196
675	675	16	3	0	98	3	0.05763	98145	137599	109953
676	676	16	3	2			2.929	0	11926056	7348347
677	677	16	3	0	106	4	0.1799	173802	676896	398467
678	678	16	3	0	113	5	0.0244	19714	33632	28508
679	679	16	3	2			0.3971	0	1640674	1165356
680	680	16	3	0	89	1	0.1569	423378	533763	372788
681	681	16	3	0	103	4	1.106	4139114	3955470	3261690
682	682	16	3	0	93	3	0.1553	446553	531323	417489
683	683	16	3	0	89	2	0.1759	754084	598619	498043
684	684	16	3	0	109	5	0.1963	198611	750897	476617
685	685	16	3	0	104	3	3.372	3867285	13007631	8794456
686	686	16	3	0	96	4	0.2721	559972	1021084	724054
687	687	16	3	2			0.003673	0	1	0
688	688	16	3	0	104	3	1.079	1431482	4237138	3066510
689	689	16	3	0	97	3	0.217	368566	850812	596241
690	690	16	3	0	98	4	0.1067	326298	330100	290062
691	691	16	3	2			0.003607	0	1	0
692	692	16	3	0	91	3	0.1872	499560	669344	527698
693	693	16	3	0	104	4	0.01256	6997	9102	8327
694	694	16	3	0	97	3	0.2323	568260	868741	769452
695	695	16	3	0	108	3	1.669	2971832	6695724	4956586
696	696	16	3	0	97	3	0.04739	68917	92481	77284
697	697	16	3	0	90	3	0.1259	301084	434620	335114
698	698	16	3	0	107	3	0.1641	249750	625528	473555
699	699	16	3	0	94	3	0.04244	70154	73503	63481
700	700	16	3	0	87	3	0.1796	861364	578959	517082
701	701	16	3	0	108	4	0.2405	474946	914926	609265
702	702	16	3	0	110	5	0.3677	79175	1505257	889956
703	703	16	3	2			0.00363	0	1	0
704	704	16	3	0	130	8	0.03256	4443	64353	38198
705	705	16	3	0	107	4	1.35	2194642	5344792	3950999
706	706	16	3	0	90	2	1.832	6516253	6995150	4995006
707	707	16	3	0	109	5	0.1436	155126	545571	356954
708	708	16	3	0	94	3	0.6419	1917068	2481076	1916029
709	709	16	3	2			0.01859	0	31206	18219
710	710	16	3	2			0.009238	0	12800	7067
711	711	16	3	2			0.214	0	898279	538286
712	712	16	3	0	107	5	0.1089	114970	358041	261181
713	713	16	3	0	98	3	0.2513	442140	921070	679842
714	714	16	3	2			0.004037	0	6	3
715	715	16	3	0	112	5	0.1799	183185	722957	482372
716	716	16	3	0	104	4	6.481	7136427	23908255	16378606
717	717	16	3	0	111	4	0.2591	639938	1009470	794197
718	718	16	3	0	104	5	0.04259	47447	78385	62012
719	719	16	3	2			22.89	0	76979717	40876065
720	720	16	3	0	100	3	0.1982	486054	753637	570265
721	721	16	3	0	90	2	0.1156	369523	387651	314749
722	722	16	3	0	95	3	1.247	4106617	4348358	3383527
723	723	16	3	2			0.007448	0	4171	2380
724	724	16	3	0	89	3	0.09301	354228	256100	209306
725	725	16	3	2			0.4774	0	2046175	1001139
726	726	16	3	0	102	3	0.07462	81671	244005	183984
727	727	16	3	0	104	3	0.2592	469599	1002817	731393
728	728	16	3	0	95	2	0.1472	344101	476022	373530
729	729	16	3	0	100	4	0.1091	336728	352583	299196
730	730	16	3	0	106	4	0.09399	151741	281529	222342
731	731	16	3	0	104	3	1.694	3018799	6661817	5039600
732	732	16	3	0	97	3	0.1827	428846	672335	485657
733	733	16	3	0	108	4	0.02952	13853	45061	30333
734	734	16	3	0	89	3	0.02809	30138	36237	29954
735	735	16	3	0	90	2	0.1298	269314	456991	353627
736	736	16	3	0	97	3	1.031	4840522	3696192	3141814
737	737	16	3	0	105	3	6.513	12612240	22710542	17672091
738	738	16	3	0	97	4	0.2891	1217935	1083996	951119
739	739	16	3	0	93	2	0.09942	346743	303895	270656
740	740	16	3	0	110	5	0.05463	139033	125861	110972
741	741	16	3	0	104	3	0.3215	748493	1276839	995928
742	742	16	3	0	91	2	0.1622	313499	612999	461556
743	743	16	3	0	126	8	0.05228	11955	142699	95809
744	744	16	3	2			0.447	0	1912971	1244724
745	745	16	3	0	94	3	0.07625	158016	222807	185712
746	746	16	3	0	101	3	1.306	2532343	5089561	3773247
747	747	16	3	0	93	3	0.6408	1896997	2401484	1880489
748	748	16	3	2			0.004935	0	1134	828
749	749	16	3	0	96	3	0.5949	1290619	2344619	1690952
750	750	16	3	0	114	4	0.07373	82616	218946	156592
751	751	16	3	0	90	1	0.06684	147906	174112	134609
752	752	16	3	0	88	2	1.246	2415220	5148592	3416222
753	753	16	3	2			0.536	0	2272927	1336050
754	754	16	3	0	93	3	0.4846	1396917	1835429	1377553
755	755	16	3	0	95	3	0.7668	1851996	3019209	2078907
756	756	16	3	0	88	3	0.0522	103767	113539	97003
757	757	16	3	0	92	2	0.1361	448510	435072	383981
758	758	16	3	0	83	2	0.05221	113668	129079	102566
759	759	16	3	0	95	2	0.2318	791318	852922	743323
760	760	16	3	2			0.004919	0	86	58
761	761	16	3	0	98	3	0.4083	659364	1706724	1296967
762	762	16	3	0	100	4	0.2505	582409	939265	717342
763	763	16	3	2			0.003565	0	1	0
764	764	16	3	0	97	3	0.8509	2723375	3242596	2578554
765	765	16	3	0	100	4	0.02835	35183	35510	29743
766	766	16	3	2			0.03819	0	88788	53499
767	767	16	3	0	101	4	0.3836	1445442	1385400	1114445
768	768	16	3	0	94	3	0.452	1557279	1675183	1339491
769	769	16	3	0	95	3	0.4404	1465705	1580811	1318051
770	770	16	3	0	94	3	0.1787	543598	624987	508370
771	771	16	3	0	95	4	0.2125	980221	706200	594443
772	772	16	3	0	101	3	0.07051	101708	187906	136511
773	773	16	3	0	90	3	1.381	3942528	5167665	3678684
774	774	16	3	0	136	8	1.296	26241	5453540	3076731
775	775	16	3	0	90	2	0.1678	701239	576586	491909
776	776	16	3	0	90	2	0.1555	334306	557979	407079
777	777	16	3	0	100	3	0.4475	981050	1766012	1375049
778	778	16	3	0	90	3	0.1223	390802	382381	317408
779	779	16	3	2			0.03189	0	62053	34867
780	780	16	3	0	92	2	1.617	6602969	5826569	4992643
781	781	16	3	2			0.004273	0	441	261
782	782	16	3	0	100	3	0.3931	335366	1604588	995374
783	783	16	3	0	95	2	2.373	8014427	8213142	6630380
784	784	16	3	0	92	3	0.06154	90503	159131	129108
785	785	16	3	0	99	3	0.9556	2775370	3791207	3225875
786	786	16	3	0	99	3	0.5539	1556070	2097391	1595514
787	787	16	3	2			0.8537	0	3462582	2015635
788	788	16	3	0	87	2	0.06313	251619	148798	133355
789	789	16	3	0	100	3	0.4355	794703	1766062	1297537
790	790	16	3	0	93	3	0.3606	980502	1354259	1020529
791	791	16	3	0	90	2	0.1098	237236	376270	305694
792	792	16	3	0	101	5	1.227	2451062	4852512	3677950
793	793	16	3	0	95	2	0.1007	211603	324923	267537
794	794	16	3	0	113	5	0.4113	207921	1674345	1011664
795	795	16	3	0	104	4	0.1084	122076	375875	246307
796	796	16	3	2			0.003955	0	7	2
797	797	16	3	0	93	3	0.1485	394733	532843	445425
798	798	16	3	2			1.917	0	7737801	4227705
799	799	16	3	0	107	4	0.08143	156218	237450	189868
800	800	16	3	0	99	2	0.2302	727205	839497	713558
801	801	16	3	0	99	4	1.71	1969573	6846130	4317715
802	802	16	3	0	94	3	0.3938	1191541	1472822	1181758
803	803	16	3	2			0.005921	0	2949	1624
804	804	16	3	0	124	7	0.07084	46081	191037	147732
805	805	16	3	0	93	2	0.2029	947798	681247	597349
806	806	16	3	0	94	2	0.3259	1178627	1234910	1040209
807	807	16	3	2			0.004024	0	7	2
808	808	16	3	0	97	3	0.1259	299210	415546	328134
809	809	16	3	0	105	3	0.4441	728956	1702705	1200570
810	810	16	3	0	85	2	0.05376	133036	107240	88718
811	811	16	3	0	109	4	0.2231	329189	862256	638293
812	812	16	3	0	104	4	0.09107	189045	259335	192274
813	813	16	3	0	104	3	0.9437	651672	3954603	2607908
814	814	16	3	0	98	4	0.753	3299414	2617575	2189365
815	815	16	3	0	97	3	0.1839	260601	692113	507310
816	816	16	3	0	86	2	0.7487	3774719	2665790	2273277
817	817	16	3	0	109	5	0.1484	178449	540983	403187
818	818	16	3	2			0.004106	0	3	0
819	819	16	3	0	90	2	1.335	5205484	4726336	3965719
820	820	16	3	0	106	4	0.1466	470222	473771	392066
821	821	16	3	0	102	3	0.2066	212854	830969	541642
822	822	16	3	0	91	3	0.03701	63170	61353	56777
823	823	16	3	0	92	3	0.1532	532501	506748	421870
824	824	16	3	0	98	3	0.05477	138958	126264	112745
825	825	16	3	0	86	3	0.05436	131255	121800	99374
826	826	16	3	0	100	3	0.05167	47851	125496	95632
827	827	16	3	0	98	3	0.3421	749507	1280888	974029
828	828	16	3	0	108	4	0.8087	971437	3376203	2447556
829	829	16	3	0	100	3	0.2095	533793	767730	601276
830	830	16	3	0	126	6	0.9382	1459585	3619325	2740559
831	831	16	3	2			12.34	0	42828602	22902533
832	832	16	3	0	110	3	0.4218	460405	1713898	1211319
833	833	16	3	0	111	4	0.4635	1232039	1787927	1332486
834	834	16	3	0	93	3	0.5197	987161	2027636	1369135
835	835	16	3	2			0.1668	0	649538	397955
836	836	16	3	0	99	3	0.06515	148863	153603	125810
837	837	16	3	0	119	6	1.238	605359	4923570	3163670
838	838	16	3	0	94	3	0.1846	575251	645544	537063
839	839	16	3	2			0.02949	0	59422	35338
840	840	16	3	0	96	2	0.3852	1025914	1479411	1109499
841	841	16	3	0	97	4	0.07857	83264	232657	151862
842	842	16	3	0	110	4	0.5773	838352	2241755	1620578
843	843	16	3	0	125	6	0.2343	185886	870828	571991
844	844	16	3	0	92	2	0.296	1238167	1085039	939621
845	845	16	3	0	103	3	0.1239	350119	390060	332986
846	846	16	3	2			0.004179	0	6	1
847	847	16	3	0	102	4	0.2652	852822	971696	773683
848	848	16	3	0	108	5	0.01682	15319	11359	10311
849	849	16	3	0	95	3	1.262	4615925	4417583	3581996
850	850	16	3	0	91	3	0.08508	201319	269534	172200
851	851	16	3	0	117	7	0.2251	471366	789447	610713
852	852	16	3	0	87	2	0.02899	30711	40757	33772
853	853	16	3	0	100	3	1.294	3788567	4762069	3955399
854	854	16	3	0	92	2	0.1345	515530	449122	369722
855	855	16	3	0	92	2	0.3294	812835	1192696	836897
856	856	16	3	0	93	2	0.709	1828721	2876541	2233190
857	857	16	3	3			69.95	52441465	214808165	150000011
858	858	16	3	0	96	3	1.358	3600316	5032554	4038005
859	859	16	3	0	87	3	0.06902	238687	174349	148434
860	860	16	3	0	102	3	0.492	1099200	1906837	1435496
861	861	16	3	0	94	3	0.08164	139321	236412	177995
862	862	16	3	2			0.01162	0	14369	8700
863	863	16	3	2			0.004054	0	55	32
864	864	16	3	2			0.003525	0	1	0
865	865	16	3	0	101	3	0.6838	1974213	2626582	2032436
866	866	16	3	2			0.3679	0	1608191	958747
867	867	16	3	0	88	2	0.1323	507312	430050	379297
868	868	16	3	0	94	3	4.316	11844929	14886922	12067871
869	869	16	3	0	87	2	0.235	581052	903457	743151
870	870	16	3	0	95	3	0.1119	343456	333342	280191
871	871	16	3	0	110	4	0.6424	1341216	2516674	1861267
872	872	16	3	2			0.0429	0	100446	59179
873	873	16	3	0	101	3	0.3266	761893	1231691	945000
874	874	16	3	0	98	3	2.334	6348761	8307581	6398859
875	875	16	3	0	86	3	0.8336	2985620	3167793	2337094
876	876	16	3	0	113	5	0.06815	66278	180879	125964
877	877	16	3	0	103	3	0.073	103074	212316	150810
878	878	16	3	0	121	6	0.1704	575957	549490	470829
879	879	16	3	0	91	3	0.1128	224761	381934	298479
880	880	16	3	0	86	2	0.21	1163731	702659	612667
881	881	16	3	0	96	3	0.2373	466129	871475	612619
882	882	16	3	0	93	2	0.2601	828134	946707	752768
883	883	16	3	0	95	3	1.364	3543014	5178387	3806071
884	884	16	3	2			0.005047	0	1601	1022
885	885	16	3	2			0.003862	0	144	76
886	886	16	3	0	90	3	0.06644	166326	183259	128171
887	887	16	3	0	106	4	1.325	3348009	5031413	4005417
888	888	16	3	0	103	4	0.5921	1013500	2308866	1656157
889	889	16	3	0	107	5	0.1149	183746	401512	304138
890	890	16	3	0	98	3	0.5462	1631309	2057379	1695011
891	891	16	3	0	99	4	0.1398	506767	425544	361299
892	892	16	3	0	110	6	0.08687	53941	270494	176152
893	893	16	3	0	89	3	0.2351	1008835	824899	710919
894	894	16	3	0	96	3	0.346	1400621	1253984	1083850
895	895	16	3	2			0.01162	0	13262	8449
896	896	16	3	2			0.03675	0	94426	51557
897	897	16	3	0	90	2	0.3967	1288827	1482142	1171116
898	898	16	3	0	99	3	0.7861	1612706	3150213	2430023
899	899	16	3	0	108	3	2.72	3478411	10501195	7166654
900	900	16	3	2			0.01794	0	30001	17342
901	901	16	3	0	98	4	0.1265	152711	431395	310615
902	902	16	3	0	100	5	0.1743	260818	641471	448597
903	903	16	3	0	108	5	0.01923	8825	25981	18902
904	904	16	3	0	105	4	0.09302	173785	286782	212351
905	905	16	3	0	90	2	0.7507	3864099	2704850	2414591
906	906	16	3	0	106	5	1.764	1335359	6786517	4000614
907	907	16	3	0	88	3	1.09	3951183	3883027	3073263
908	908	16	3	0	96	3	0.7481	2154929	2852396	2293069
909	909	16	3	0	93	3	0.2997	1327916	1066620	905373
910	910	16	3	0	117	6	0.02236	10675	28647	21158
911	911	16	3	2			0.6068	0	2497793	1481277
912	912	16	3	0	99	3	0.05009	96273	95683	80027
913	913	16	3	2			29.43	0	98225713	51689675
914	914	16	3	2			0.004198	0	77	41
915	915	16	3	0	89	3	0.5725	2310352	2142506	1732636
916	916	16	3	0	118	8	5.861	1058248	21528724	13391434
917	917	16	3	0	102	2	3.338	7608461	11640460	8831450
918	918	16	3	0	120	6	0.1111	101278	383501	262917
919	919	16	3	0	97	3	1.045	2764624	4098257	3132644
920	920	16	3	0	97	3	0.2299	614033	824544	654222
921	921	16	3	0	102	3	0.3239	851455	1184723	902235
922	922	16	3	2			0.004143	0	20	9
923	923	16	3	0	106	5	0.09621	107984	306527	193344
924	924	16	3	0	111	5	0.123	292671	376335	298205
925	925	16	3	2			0.04195	0	107583	62302
926	926	16	3	0	98	2	0.168	409187	595860	435399
927	927	16	3	0	94	2	0.8271	2930904	3146222	2532555
928	928	16	3	2			0.004193	0	3	0
929	929	16	3	2			0.0367	0	79833	53331
930	930	16	3	0	93	2	0.05779	122544	135068	97291
931	931	16	3	0	102	4	0.04185	61636	67086	56680
932	932	16	3	0	90	3	0.7254	3149065	2715475	2266022
933	933	16	3	0	90	3	0.08664	222817	256623	211262
934	934	16	3	0	89	2	0.1058	227362	332615	269566
935	935	16	3	0	101	3	0.224	204993	905149	544089
936	936	16	3	0	101	3	0.1691	322070	603481	427509
937	937	16	3	0	91	3	0.09797	171639	322932	236081
938	938	16	3	0	111	4	0.03152	18097	60976	43511
939	939	16	3	0	106	4	0.1592	118263	619698	391079
940	940	16	3	2			0.03938	0	95984	53367
941	941	16	3	2			0.1806	0	697490	377201
942	942	16	3	2			0.004157	0	22	19
943	943	16	3	0	100	4	0.05343	107747	109615	92164
944	944	16	3	0	97	4	0.07428	173531	182481	150788
945	945	16	3	0	94	2	0.07644	235109	212786	177499
946	946	16	3	0	93	2	0.1803	524215	618254	491887
947	947	16	3	2			0.005007	0	1236	751
948	948	16	3	0	87	2	0.3741	841683	1467597	974562
949	949	16	3	2			0.004156	0	74	47
950	950	16	3	0	113	6	0.04493	39183	111023	78682
951	951	16	3	0	101	5	0.2135	611363	742973	636028
952	952	16	3	0	99	3	0.1	110629	336449	227825
953	953	16	3	2			0.05356	0	149625	75934
954	954	16	3	2			0.01719	0	24144	14721
955	955	16	3	0	105	4	0.4292	731850	1679456	1320052
956	956	16	3	0	97	3	0.244	846667	863680	734473
957	957	16	3	0	127	8	0.0128	5201	10105	7739
